UserID,SessionStart,SessionEnd,TotalPlayTime(sec),SceneTransitions,CustomEvents
1234,2025-11-14 16:21:47,2025-11-14 16:22:11,24.02,Title→Forest(16:21:54),"QRCodeScanned:1234(16:21:47); CalibrationCompleted:Offset=(0.064,-0.103,0.000)(16:21:53); ForestSceneStart:(16:21:55); PathFollowerStart:TotalPathLength=134.26,MinSpeed=0.8,MaxSpeed=2(16:21:55); TutorialStart:(16:21:55); TutorialPhase1:CatchPrompt(16:21:55); BugCatcherStart:TotalBugs=8(16:21:55); GameplayStart:IntroFinished(16:22:00); TutorialPhase3:AimingPrompt(16:22:00); TutorialPhase4:WaitForAiming(16:22:04); TutorialPhase5:WaitForGesture(16:22:08)"
