UserID,SessionStart,SessionEnd,TotalPlayTime(sec),SceneTransitions,CustomEvents
1234,2025-11-12 15:43:44,2025-11-12 15:44:11,27.23,Title→Forest(15:43:51),"QRCodeScanned:1234(15:43:44); CalibrationCompleted:Offset=(-0.061,0.154,0.000)(15:43:50); ForestSceneStart:(15:43:52); PathFollowerStart:TotalPathLength=134.26,MinSpeed=0.8,MaxSpeed=2(15:43:52); TutorialStart:(15:43:52); TutorialPhase1:CatchPrompt(15:43:52); BugCatcherStart:TotalBugs=8(15:43:52); GameplayStart:IntroFinished(15:43:56); TutorialPhase3:AimingPrompt(15:43:56); TutorialPhase4:WaitForAiming(15:44:00); PathProgress:Progress=10%,Speed=1.40,Distance=13.48(15:44:01)"
