UserID,SessionStart,SessionEnd,TotalPlayTime(sec),SceneTransitions,CustomEvents
0B94,2025-11-01 10:33:32,2025-11-01 10:33:44,12.29,Title→Forest(10:33:39),"QRCodeScanned:0B94(10:33:32); CalibrationCompleted:Offset=(-0.453,0.043,0.999)(10:33:38); ForestSceneStart:(10:33:41); PathFollowerStart:TotalPathLength=130.81,MinSpeed=0.8,MaxSpeed=2(10:33:41); BugCatcherStart:TotalBugs=7(10:33:41)"
