UserID,SessionStart,SessionEnd,TotalPlayTime(sec),SceneTransitions,CustomEvents
1111,2025-11-17 19:26:18,2025-11-17 19:27:32,74.21,Title→Forest(19:26:25),"QRCodeScanned:1111(19:26:18); CalibrationCompleted:Offset=(0.014,-0.139,0.000)(19:26:24); ForestSceneStart:(19:26:26); GameplayStart:IntroFinished(19:26:30); TutorialStart:(19:26:30); TutorialPhase1:CatchPrompt(19:26:30); TutorialPhase3:AimingPrompt(19:26:34); TutorialPhase4:WaitForAiming(19:26:38); TutorialPhase5:WaitForGesture(19:26:39); BugCatcherStart:TotalBugs=8(19:26:39); BugCatchSuccess:BugIndex=1,Distance=16.56,Progress=1/8(19:26:42); TutorialComplete:Time=12.00s(19:26:42); PathFollowerStart:TotalPathLength=134.26,MinSpeed=0.8,MaxSpeed=2(19:26:44); BugCatchFailed:Reason=TooFar,Distance=34.93,Angle=4.1(19:26:57); PathProgress:Progress=10%,Speed=2.00,Distance=13.43(19:26:58); PathProgress:Progress=20%,Speed=2.00,Distance=26.92(19:27:05); BugCatchSuccess:BugIndex=0,Distance=16.36,Progress=2/8(19:27:09); PathProgress:Progress=30%,Speed=2.00,Distance=40.29(19:27:14); BugCatchSuccess:BugIndex=3,Distance=17.58,Progress=3/8(19:27:23); PathProgress:Progress=40%,Speed=2.00,Distance=53.71(19:27:26)"
