UserID,SessionStart,SessionEnd,TotalPlayTime(sec),SceneTransitions,CustomEvents
0B94,2025-10-31 16:57:05,2025-10-31 16:58:33,87.49,Title→Forest(16:57:09); Forest→Observation_selector(16:58:33),"QRCodeScanned:0B94(16:57:05); CalibrationCompleted:Offset=(0.282,-0.160,0.648)(16:57:08); ForestSceneStart:(16:57:11); PathFollowerStart:TotalPathLength=130.81,MinSpeed=0.8,MaxSpeed=2(16:57:11); BugCatcherStart:TotalBugs=7(16:57:11); GameplayStart:IntroFinished(16:57:15); PathProgress:Progress=10%,Speed=1.60,Distance=13.10(16:57:19); BugCatchFailed:Reason=TooFar,Distance=22.78,Angle=2.7(16:57:26); PathProgress:Progress=20%,Speed=1.71,Distance=26.17(16:57:27); BugCatchFailed:Reason=TooFar,Distance=16.45,Angle=2.7(16:57:31); PathProgress:Progress=30%,Speed=1.74,Distance=39.25(16:57:35); BugCatchSuccess:BugIndex=0,Distance=11.29,Progress=1/7(16:57:35); BugCatchSuccess:BugIndex=2,Distance=14.31,Progress=2/7(16:57:41); PathProgress:Progress=40%,Speed=1.63,Distance=52.39(16:57:42); PathProgress:Progress=50%,Speed=1.64,Distance=65.43(16:57:50); PathProgress:Progress=60%,Speed=1.72,Distance=78.49(16:57:58); BugCatchSuccess:BugIndex=4,Distance=14.65,Progress=3/7(16:58:00); BugCatchSuccess:BugIndex=3,Distance=12.43,Progress=4/7(16:58:02); PathProgress:Progress=70%,Speed=1.62,Distance=91.57(16:58:06); BugCatchFailed:Reason=TooFar,Distance=15.53,Angle=10.0(16:58:13); PathProgress:Progress=80%,Speed=1.71,Distance=104.65(16:58:14); BugCatchSuccess:BugIndex=1,Distance=13.50,Progress=5/7(16:58:15); PathProgress:Progress=90%,Speed=1.58,Distance=117.77(16:58:22); PathCompleted:TravelTime=79.66s,AvgSpeed=1.64,MaxSpeed=1.79,MinSpeed=1.21,TotalDistance=130.81(16:58:31); ForestSceneComplete:TotalTime=81.66s(16:58:33)"
