UserID,SessionStart,SessionEnd,TotalPlayTime(sec),SceneTransitions,CustomEvents
0B94,2025-11-01 10:13:34,2025-11-01 10:14:53,79.35,Title→Forest(10:13:41); Forest→Observation_selector(10:14:53),"QRCodeScanned:0B94(10:13:34); CalibrationCompleted:Offset=(0.210,-0.082,0.925)(10:13:40); ForestSceneStart:(10:13:43); PathFollowerStart:TotalPathLength=130.81,MinSpeed=0.8,MaxSpeed=2(10:13:43); BugCatcherStart:TotalBugs=7(10:13:43); GameplayStart:IntroFinished(10:13:47); BugCatchFailed:Reason=TooFar,Distance=34.37,Angle=5.6(10:13:49); PathProgress:Progress=10%,Speed=1.83,Distance=13.13(10:13:50); BugCatchFailed:Reason=TooFar,Distance=24.18,Angle=7.1(10:13:55); PathProgress:Progress=20%,Speed=1.95,Distance=26.19(10:13:56); PathProgress:Progress=30%,Speed=1.88,Distance=39.25(10:14:03); BugCatchFailed:Reason=NoBugInRange,Distance=10.83,Angle=3.5(10:14:04); BugCatchFailed:Reason=NoBugInRange,Distance=10.13,Angle=1.1(10:14:06); BugCatchFailed:Reason=NoBugInRange,Distance=9.86,Angle=1.9(10:14:07); BugCatchFailed:Reason=NoBugInRange,Distance=10.04,Angle=1.7(10:14:08); BugCatchFailed:Reason=NoBugInRange,Distance=10.63,Angle=0.7(10:14:09); PathProgress:Progress=40%,Speed=1.98,Distance=52.34(10:14:10); BugCatchFailed:Reason=NoBugInRange,Distance=11.67,Angle=4.0(10:14:10); BugCatchFailed:Reason=NoBugInRange,Distance=10.72,Angle=8.6(10:14:14); BugCatchFailed:Reason=NoBugInRange,Distance=11.66,Angle=10.4(10:14:16); PathProgress:Progress=50%,Speed=1.95,Distance=65.41(10:14:17); BugCatchFailed:Reason=NoBugInRange,Distance=13.13,Angle=10.9(10:14:17); PathProgress:Progress=60%,Speed=1.83,Distance=78.50(10:14:24); PathProgress:Progress=70%,Speed=1.86,Distance=91.57(10:14:31); PathProgress:Progress=80%,Speed=1.91,Distance=104.68(10:14:38); BugCatchFailed:Reason=WrongAngle,Distance=10.36,Angle=61.7(10:14:41); PathProgress:Progress=90%,Speed=1.96,Distance=117.74(10:14:44); BugCatchFailed:Reason=WrongAngle,Distance=10.50,Angle=115.9(10:14:46); BugCatchFailed:Reason=TooFar,Distance=15.21,Angle=142.3(10:14:49); PathCompleted:TravelTime=68.20s,AvgSpeed=1.92,MaxSpeed=1.98,MinSpeed=1.40,TotalDistance=130.83(10:14:51); ForestSceneComplete:TotalTime=70.21s(10:14:53)"
