UserID,SessionStart,SessionEnd,TotalPlayTime(sec),SceneTransitions,CustomEvents
1111,2025-11-17 19:03:54,2025-11-17 19:04:20,26.12,Title→Forest(19:04:01),"QRCodeScanned:1111(19:03:54); CalibrationCompleted:Offset=(0.013,-0.005,0.000)(19:04:00); ForestSceneStart:(19:04:02); PathFollowerStart:TotalPathLength=36.26,MinSpeed=0.5,MaxSpeed=2(19:04:02); PathProgress:Progress=10%,Speed=2.00,Distance=3.66(19:04:03); PathProgress:Progress=20%,Speed=2.00,Distance=7.26(19:04:05); GameplayStart:IntroFinished(19:04:06); TutorialStart:(19:04:06); TutorialPhase1:CatchPrompt(19:04:06); PathProgress:Progress=30%,Speed=2.00,Distance=10.90(19:04:07); TutorialPhase3:AimingPrompt(19:04:10); PathProgress:Progress=40%,Speed=2.00,Distance=14.51(19:04:11); TutorialPhase4:WaitForAiming(19:04:14); PathProgress:Progress=50%,Speed=2.00,Distance=18.15(19:04:18)"
