UserID,SessionStart,SessionEnd,TotalPlayTime(sec),SceneTransitions,CustomEvents
1223,2025-11-13 16:45:18,2025-11-13 16:45:39,21.15,Title→Forest(16:45:25),"QRCodeScanned:1223(16:45:18); CalibrationCompleted:Offset=(-0.218,-0.248,0.000)(16:45:24); ForestSceneStart:(16:45:26); PathFollowerStart:TotalPathLength=134.26,MinSpeed=0.8,MaxSpeed=2(16:45:26); TutorialStart:(16:45:26); TutorialPhase1:CatchPrompt(16:45:26); BugCatcherStart:TotalBugs=8(16:45:27); GameplayStart:IntroFinished(16:45:31); TutorialPhase3:AimingPrompt(16:45:31); TutorialPhase4:WaitForAiming(16:45:35); TutorialPhase5:WaitForGesture(16:45:36)"
