UserID,SessionStart,SessionEnd,TotalPlayTime(sec),SceneTransitions,CustomEvents
1234,2025-11-12 15:46:45,2025-11-12 15:47:08,22.89,Title→Forest(15:46:52),"QRCodeScanned:1234(15:46:45); CalibrationCompleted:Offset=(-0.072,0.175,0.000)(15:46:51); ForestSceneStart:(15:46:53); PathFollowerStart:TotalPathLength=134.26,MinSpeed=0.8,MaxSpeed=2(15:46:53); TutorialStart:(15:46:53); TutorialPhase1:CatchPrompt(15:46:53); BugCatcherStart:TotalBugs=8(15:46:53); GameplayStart:IntroFinished(15:46:58); TutorialPhase3:AimingPrompt(15:46:58); TutorialPhase4:WaitForAiming(15:47:02); PathProgress:Progress=10%,Speed=0.80,Distance=13.43(15:47:06)"
