UserID,SessionStart,SessionEnd,TotalPlayTime(sec),SceneTransitions,CustomEvents
0B94,2025-11-01 09:22:38,2025-11-01 09:24:03,84.94,Title→Forest(09:22:45); Forest→Observation_selector(09:24:03),"QRCodeScanned:0B94(09:22:38); CalibrationCompleted:Offset=(-0.100,-0.256,0.721)(09:22:44); ForestSceneStart:(09:22:46); PathFollowerStart:TotalPathLength=130.81,MinSpeed=0.8,MaxSpeed=2(09:22:46); BugCatcherStart:TotalBugs=7(09:22:46); GameplayStart:IntroFinished(09:22:50); PathProgress:Progress=10%,Speed=1.71,Distance=13.09(09:22:54); PathProgress:Progress=20%,Speed=1.72,Distance=26.16(09:23:01); BugCatchSuccess:BugIndex=0,Distance=13.16,Progress=1/7(09:23:07); PathProgress:Progress=30%,Speed=1.83,Distance=39.26(09:23:09); PathProgress:Progress=40%,Speed=1.72,Distance=52.33(09:23:16); BugCatchFailed:Reason=NoBugInRange,Distance=10.86,Angle=9.2(09:23:19); PathProgress:Progress=50%,Speed=1.84,Distance=65.42(09:23:23); BugCatchFailed:Reason=NoBugInRange,Distance=14.38,Angle=13.3(09:23:25); BugCatchFailed:Reason=NoBugInRange,Distance=11.87,Angle=8.1(09:23:29); PathProgress:Progress=60%,Speed=1.84,Distance=78.51(09:23:31); BugCatchSuccess:BugIndex=4,Distance=13.24,Progress=2/7(09:23:33); PathProgress:Progress=70%,Speed=1.95,Distance=91.58(09:23:38); PathProgress:Progress=80%,Speed=1.61,Distance=104.66(09:23:46); BugCatchSuccess:BugIndex=1,Distance=13.18,Progress=3/7(09:23:47); PathProgress:Progress=90%,Speed=1.90,Distance=117.74(09:23:53); PathCompleted:TravelTime=74.58s,AvgSpeed=1.75,MaxSpeed=1.98,MinSpeed=1.40,TotalDistance=130.81(09:24:01); ForestSceneComplete:TotalTime=76.59s(09:24:03)"
0B94,2025-11-01 09:26:25,2025-11-01 09:26:45,19.72,Title→Forest(09:26:32),"QRCodeScanned:0B94(09:26:25); CalibrationCompleted:Offset=(-0.491,-0.103,0.949)(09:26:31); ForestSceneStart:(09:26:33); PathFollowerStart:TotalPathLength=130.81,MinSpeed=0.8,MaxSpeed=2(09:26:33); BugCatcherStart:TotalBugs=7(09:26:33); GameplayStart:IntroFinished(09:26:37); PathProgress:Progress=10%,Speed=1.64,Distance=13.09(09:26:40)"
