UserID,SessionStart,SessionEnd,TotalPlayTime(sec),SceneTransitions,CustomEvents
0B94,2025-10-31 18:59:53,2025-10-31 19:00:24,31.37,Title→Forest(18:59:57),"QRCodeScanned:0B94(18:59:53); CalibrationCompleted:Offset=(0.283,-0.176,0.516)(18:59:56); ForestSceneStart:(18:59:59); PathFollowerStart:TotalPathLength=130.81,MinSpeed=0.8,MaxSpeed=2(18:59:59); BugCatcherStart:TotalBugs=7(18:59:59); GameplayStart:IntroFinished(19:00:03); PathProgress:Progress=10%,Speed=1.47,Distance=13.10(19:00:07); PathProgress:Progress=20%,Speed=1.67,Distance=26.20(19:00:16); BugCatchFailed:Reason=TooFar,Distance=18.37,Angle=4.4(19:00:19)"
