UserID,SessionStart,SessionEnd,TotalPlayTime(sec),SceneTransitions,CustomEvents
1234,2025-11-12 15:51:19,2025-11-12 15:52:00,40.40,Title→Forest(15:51:26),"QRCodeScanned:1234(15:51:19); CalibrationCompleted:Offset=(-0.067,0.108,0.000)(15:51:25); ForestSceneStart:(15:51:28); PathFollowerStart:TotalPathLength=134.26,MinSpeed=0.8,MaxSpeed=2(15:51:28); TutorialStart:(15:51:28); TutorialPhase1:CatchPrompt(15:51:28); BugCatcherStart:TotalBugs=8(15:51:28); GameplayStart:IntroFinished(15:51:32); TutorialPhase3:AimingPrompt(15:51:32); TutorialPhase4:WaitForAiming(15:51:36); PathProgress:Progress=10%,Speed=0.80,Distance=13.44(15:51:44); BugCatchFailed:Reason=NoBugInRange,Distance=13.54,Angle=4.9(15:51:53)"
