UserID,SessionStart,SessionEnd,TotalPlayTime(sec),SceneTransitions,CustomEvents
1234,2025-11-14 16:53:27,2025-11-14 16:53:58,31.48,Title→Forest(16:53:34),"QRCodeScanned:1234(16:53:27); CalibrationCompleted:Offset=(0.033,-0.022,0.000)(16:53:33); ForestSceneStart:(16:53:36); BugCatcherStart:TotalBugs=8(16:53:36); GameplayStart:IntroFinished(16:53:40); TutorialStart:(16:53:40); TutorialPhase1:CatchPrompt(16:53:40); TutorialPhase3:AimingPrompt(16:53:44); TutorialPhase4:WaitForAiming(16:53:48); TutorialPhase5:WaitForGesture(16:53:52); BugCatchSuccess:BugIndex=1,Distance=16.56,Progress=1/8(16:53:55); TutorialComplete:Time=14.82s(16:53:55); PathFollowerStart:TotalPathLength=134.26,MinSpeed=0.8,MaxSpeed=2(16:53:57)"
