UserID,SessionStart,SessionEnd,TotalPlayTime(sec),SceneTransitions,CustomEvents
0B94,2025-11-01 10:07:11,2025-11-01 10:08:54,102.62,Title→Forest(10:07:18); Forest→Observation_selector(10:08:54),"QRCodeScanned:0B94(10:07:11); CalibrationCompleted:Offset=(-0.137,-0.025,0.707)(10:07:17); ForestSceneStart:(10:07:21); PathFollowerStart:TotalPathLength=130.81,MinSpeed=0.8,MaxSpeed=2(10:07:21); BugCatcherStart:TotalBugs=7(10:07:21); GameplayStart:IntroFinished(10:07:25); PathProgress:Progress=10%,Speed=1.77,Distance=13.10(10:07:29); PathProgress:Progress=20%,Speed=1.41,Distance=26.22(10:07:38); PathProgress:Progress=30%,Speed=1.63,Distance=39.27(10:07:46); PathProgress:Progress=40%,Speed=1.47,Distance=52.34(10:07:55); PathProgress:Progress=50%,Speed=1.52,Distance=65.42(10:08:04); PathProgress:Progress=60%,Speed=1.86,Distance=78.52(10:08:14); PathProgress:Progress=70%,Speed=1.19,Distance=91.57(10:08:23); PathProgress:Progress=80%,Speed=1.36,Distance=104.65(10:08:34); PathProgress:Progress=90%,Speed=1.32,Distance=117.74(10:08:43); PathCompleted:TravelTime=91.28s,AvgSpeed=1.43,MaxSpeed=1.94,MinSpeed=1.09,TotalDistance=130.82(10:08:52); ForestSceneComplete:TotalTime=93.29s(10:08:54)"
