UserID,SessionStart,SessionEnd,TotalPlayTime(sec),SceneTransitions,CustomEvents
1234,2025-11-14 20:33:58,2025-11-14 20:36:50,172.44,Title→Forest(20:34:05); Forest→Observation_selector(20:36:50),"QRCodeScanned:1234(20:33:58); CalibrationCompleted:Offset=(0.084,-0.057,0.000)(20:34:04); ForestSceneStart:(20:34:06); GameplayStart:IntroFinished(20:34:10); TutorialStart:(20:34:10); TutorialPhase1:CatchPrompt(20:34:10); TutorialPhase3:AimingPrompt(20:34:14); TutorialPhase4:WaitForAiming(20:34:18); TutorialPhase5:WaitForGesture(20:34:21); BugCatcherStart:TotalBugs=8(20:34:21); BugCatchSuccess:BugIndex=1,Distance=16.56,Progress=1/8(20:34:23); TutorialComplete:Time=12.70s(20:34:23); PathFollowerStart:TotalPathLength=134.26,MinSpeed=0.8,MaxSpeed=2(20:34:25); PathProgress:Progress=10%,Speed=1.18,Distance=13.45(20:34:40); PathProgress:Progress=20%,Speed=1.08,Distance=26.87(20:34:52); PathProgress:Progress=30%,Speed=0.80,Distance=40.30(20:35:05); PathProgress:Progress=40%,Speed=1.97,Distance=53.73(20:35:16); PathProgress:Progress=50%,Speed=1.14,Distance=67.14(20:35:25); PathProgress:Progress=60%,Speed=0.80,Distance=80.56(20:35:41); PathProgress:Progress=70%,Speed=0.80,Distance=93.99(20:35:58); PathProgress:Progress=80%,Speed=0.80,Distance=107.41(20:36:14); PathProgress:Progress=90%,Speed=0.80,Distance=120.84(20:36:31); PathCompleted:TravelTime=142.91s,AvgSpeed=0.94,MaxSpeed=1.98,MinSpeed=0.80,TotalDistance=134.26(20:36:48); ForestSceneComplete:TotalTime=144.92s(20:36:50)"
