UserID,SessionStart,SessionEnd,TotalPlayTime(sec),SceneTransitions,CustomEvents
1234,2025-11-17 19:24:52,2025-11-17 19:25:36,43.04,Title→Forest(19:25:00),"QRCodeScanned:1234(19:24:52); CalibrationCompleted:Offset=(0.038,-0.116,0.000)(19:24:59); ForestSceneStart:(19:25:01); GameplayStart:IntroFinished(19:25:05); TutorialStart:(19:25:05); TutorialPhase1:CatchPrompt(19:25:05); TutorialPhase3:AimingPrompt(19:25:09); TutorialPhase4:WaitForAiming(19:25:13); TutorialPhase5:WaitForGesture(19:25:21); BugCatcherStart:TotalBugs=8(19:25:21); BugCatchSuccess:BugIndex=1,Distance=16.56,Progress=1/8(19:25:24); TutorialComplete:Time=18.85s(19:25:24); PathFollowerStart:TotalPathLength=134.26,MinSpeed=0.8,MaxSpeed=2(19:25:26)"
