UserID,SessionStart,SessionEnd,TotalPlayTime(sec),SceneTransitions,CustomEvents
1234,2025-11-12 15:58:41,2025-11-12 15:59:23,42.05,Title→Forest(15:58:48),"QRCodeScanned:1234(15:58:41); CalibrationCompleted:Offset=(0.060,-0.232,0.000)(15:58:47); ForestSceneStart:(15:58:50); PathFollowerStart:TotalPathLength=134.26,MinSpeed=0.8,MaxSpeed=2(15:58:50); TutorialStart:(15:58:50); TutorialPhase1:CatchPrompt(15:58:50); BugCatcherStart:TotalBugs=8(15:58:50); GameplayStart:IntroFinished(15:58:54); TutorialPhase3:AimingPrompt(15:58:54); TutorialPhase4:WaitForAiming(15:58:58); TutorialPhase5:WaitForGesture(15:58:59); BugCatchSuccess:BugIndex=1,Distance=16.86,Progress=1/8(15:59:02); TutorialComplete:Time=11.92s(15:59:02); PathProgress:Progress=10%,Speed=0.84,Distance=13.43(15:59:20); BugCatchFailed:Reason=TooFar,Distance=38.64,Angle=3.1(15:59:21)"
