UserID,SessionStart,SessionEnd,TotalPlayTime(sec),SceneTransitions,CustomEvents
1234,2025-11-14 17:08:06,2025-11-14 17:08:37,30.88,Title→Forest(17:08:13),"QRCodeScanned:1234(17:08:06); CalibrationCompleted:Offset=(0.048,-0.043,0.000)(17:08:12); ForestSceneStart:(17:08:14); BugCatcherStart:TotalBugs=8(17:08:14); GameplayStart:IntroFinished(17:08:18); TutorialStart:(17:08:19); TutorialPhase1:CatchPrompt(17:08:19); BugCatchSuccess:BugIndex=1,Distance=16.56,Progress=1/8(17:08:19); TutorialPhase3:AimingPrompt(17:08:23); BugCatchFailed:Reason=TooFar,Distance=52.88,Angle=2.6(17:08:26); TutorialPhase4:WaitForAiming(17:08:27); TutorialPhase5:WaitForGesture(17:08:31); TutorialComplete:Time=12.78s(17:08:31); BugCatchFailed:Reason=TooFar,Distance=52.88,Angle=1.5(17:08:33); PathFollowerStart:TotalPathLength=134.26,MinSpeed=0.8,MaxSpeed=2(17:08:33)"
