UserID,SessionStart,SessionEnd,TotalPlayTime(sec),SceneTransitions,CustomEvents
1234,2025-11-17 19:19:50,2025-11-17 19:20:27,37.03,Title→Forest(19:19:57),"QRCodeScanned:1234(19:19:50); CalibrationCompleted:Offset=(0.030,-0.111,0.000)(19:19:56); ForestSceneStart:(19:19:59); GameplayStart:IntroFinished(19:20:03); TutorialStart:(19:20:03); TutorialPhase1:CatchPrompt(19:20:03); TutorialPhase3:AimingPrompt(19:20:07); TutorialPhase4:WaitForAiming(19:20:11); TutorialPhase5:WaitForGesture(19:20:12); BugCatcherStart:TotalBugs=8(19:20:12); BugCatchSuccess:BugIndex=1,Distance=16.56,Progress=1/8(19:20:14); TutorialComplete:Time=11.27s(19:20:14); PathFollowerStart:TotalPathLength=134.26,MinSpeed=0.8,MaxSpeed=2(19:20:16); BugCatchFailed:Reason=TooFar,Distance=43.55,Angle=1.3(19:20:19); PathProgress:Progress=10%,Speed=2.00,Distance=13.44(19:20:25)"
