UserID,SessionStart,SessionEnd,TotalPlayTime(sec),SceneTransitions,CustomEvents
0B94,2025-11-01 07:10:33,2025-11-01 07:11:10,36.57,Title→Forest(07:10:37),"QRCodeScanned:0B94(07:10:33); CalibrationCompleted:Offset=(0.350,-0.143,0.684)(07:10:36); ForestSceneStart:(07:10:39); PathFollowerStart:TotalPathLength=130.81,MinSpeed=0.8,MaxSpeed=2(07:10:39); BugCatcherStart:TotalBugs=7(07:10:39); GameplayStart:IntroFinished(07:10:43)"
