UserID,SessionStart,SessionEnd,TotalPlayTime(sec),SceneTransitions,CustomEvents
1234,2025-11-17 18:44:03,2025-11-17 18:44:22,19.30,Title→Forest(18:44:10); Forest→Observation_selector(18:44:22),"QRCodeScanned:1234(18:44:03); CalibrationCompleted:Offset=(0.032,-0.104,0.002)(18:44:09); ForestSceneStart:(18:44:12); PathFollowerStart:TotalPathLength=36.26,MinSpeed=0.5,MaxSpeed=4(18:44:12); PathProgress:Progress=10%,Speed=4.00,Distance=3.70(18:44:12); PathProgress:Progress=20%,Speed=4.00,Distance=7.27(18:44:13); PathProgress:Progress=30%,Speed=4.00,Distance=10.88(18:44:14); PathProgress:Progress=40%,Speed=4.00,Distance=14.56(18:44:15); PathProgress:Progress=50%,Speed=4.00,Distance=18.14(18:44:16); GameplayStart:IntroFinished(18:44:16); TutorialStart:(18:44:16); TutorialPhase1:CatchPrompt(18:44:16); PathProgress:Progress=60%,Speed=4.00,Distance=21.76(18:44:17); PathProgress:Progress=70%,Speed=4.00,Distance=25.40(18:44:18); PathProgress:Progress=80%,Speed=4.00,Distance=29.01(18:44:19); PathProgress:Progress=90%,Speed=4.00,Distance=32.68(18:44:19); TutorialPhase3:AimingPrompt(18:44:20); PathCompleted:TravelTime=8.40s,AvgSpeed=4.32,MaxSpeed=4.00,MinSpeed=4.00,TotalDistance=36.27(18:44:20); ForestSceneComplete:TotalTime=10.40s(18:44:22)"
