UserID,SessionStart,SessionEnd,TotalPlayTime(sec),SceneTransitions,CustomEvents
1234,2025-11-13 16:43:57,2025-11-13 16:44:19,21.96,Title→Forest(16:44:04),"QRCodeScanned:1234(16:43:57); CalibrationCompleted:Offset=(-0.070,-0.259,0.004)(16:44:03); ForestSceneStart:(16:44:06); PathFollowerStart:TotalPathLength=134.26,MinSpeed=0.8,MaxSpeed=2(16:44:06); TutorialStart:(16:44:06); TutorialPhase1:CatchPrompt(16:44:06); BugCatcherStart:TotalBugs=8(16:44:06); GameplayStart:IntroFinished(16:44:10); TutorialPhase3:AimingPrompt(16:44:10); TutorialPhase4:WaitForAiming(16:44:14); TutorialPhase5:WaitForGesture(16:44:16)"
