UserID,SessionStart,SessionEnd,TotalPlayTime(sec),SceneTransitions,CustomEvents
0B94,2025-11-01 07:20:42,2025-11-01 07:21:14,31.74,Title→Forest(07:20:46),"QRCodeScanned:0B94(07:20:42); CalibrationCompleted:Offset=(0.558,-0.160,0.723)(07:20:45); ForestSceneStart:(07:20:48); PathFollowerStart:TotalPathLength=130.81,MinSpeed=0.8,MaxSpeed=2(07:20:48); BugCatcherStart:TotalBugs=7(07:20:48); GameplayStart:IntroFinished(07:20:52); PathProgress:Progress=10%,Speed=1.58,Distance=13.10(07:20:57); PathProgress:Progress=20%,Speed=1.68,Distance=26.19(07:21:04); PathProgress:Progress=30%,Speed=1.94,Distance=39.29(07:21:13)"
