UserID,SessionStart,SessionEnd,TotalPlayTime(sec),SceneTransitions,CustomEvents
0B94,2025-10-31 21:03:06,2025-10-31 21:04:27,80.82,Title→Forest(21:03:10); Forest→Observation_selector(21:04:27),"QRCodeScanned:0B94(21:03:06); CalibrationCompleted:Offset=(0.232,-0.365,0.689)(21:03:09); ForestSceneStart:(21:03:12); PathFollowerStart:TotalPathLength=130.81,MinSpeed=0.8,MaxSpeed=2(21:03:12); BugCatcherStart:TotalBugs=7(21:03:12); BugCatchFailed:Reason=TooFar,Distance=40.52,Angle=2.7(21:03:15); GameplayStart:IntroFinished(21:03:16); PathProgress:Progress=10%,Speed=1.79,Distance=13.09(21:03:19); BugCatchFailed:Reason=TooFar,Distance=21.98,Angle=4.6(21:03:26); PathProgress:Progress=20%,Speed=1.77,Distance=26.20(21:03:26); BugCatchFailed:Reason=TooFar,Distance=18.22,Angle=7.0(21:03:29); BugCatchFailed:Reason=TooFar,Distance=16.23,Angle=7.2(21:03:30); PathProgress:Progress=30%,Speed=1.78,Distance=39.25(21:03:34); BugCatchFailed:Reason=WrongAngle,Distance=11.15,Angle=30.0(21:03:35); BugCatchFailed:Reason=WrongAngle,Distance=10.23,Angle=31.3(21:03:36); PathProgress:Progress=40%,Speed=1.79,Distance=52.34(21:03:41); BugCatchFailed:Reason=NoBugInRange,Distance=10.89,Angle=24.2(21:03:44); BugCatchFailed:Reason=NoBugInRange,Distance=11.13,Angle=21.9(21:03:46); PathProgress:Progress=50%,Speed=1.78,Distance=65.43(21:03:48); BugCatchFailed:Reason=NoBugInRange,Distance=14.36,Angle=4.0(21:03:51); BugCatchFailed:Reason=NoBugInRange,Distance=12.00,Angle=2.5(21:03:54); PathProgress:Progress=60%,Speed=1.74,Distance=78.50(21:03:56); BugCatchSuccess:BugIndex=3,Distance=14.01,Progress=1/7(21:03:57); PathProgress:Progress=70%,Speed=1.75,Distance=91.57(21:04:03); PathProgress:Progress=80%,Speed=1.87,Distance=104.66(21:04:11); PathProgress:Progress=90%,Speed=1.80,Distance=117.73(21:04:18); BugCatchFailed:Reason=WrongAngle,Distance=9.96,Angle=32.5(21:04:18); BugCatchFailed:Reason=WrongAngle,Distance=11.94,Angle=49.1(21:04:20); BugCatchFailed:Reason=WrongAngle,Distance=14.96,Angle=105.2(21:04:23); BugCatchFailed:Reason=TooFar,Distance=18.08,Angle=119.6(21:04:25); PathCompleted:TravelTime=72.73s,AvgSpeed=1.80,MaxSpeed=1.88,MinSpeed=1.40,TotalDistance=130.82(21:04:25); ForestSceneComplete:TotalTime=74.74s(21:04:27)"
1234,2025-10-31 21:06:03,2025-10-31 21:07:20,77.31,Title→Forest(21:06:07); Forest→Observation_selector(21:07:20),"QRCodeScanned:1234(21:06:03); CalibrationCompleted:Offset=(0.221,-0.330,0.746)(21:06:06); ForestSceneStart:(21:06:08); PathFollowerStart:TotalPathLength=130.81,MinSpeed=0.8,MaxSpeed=2(21:06:08); BugCatcherStart:TotalBugs=7(21:06:08); BugCatchFailed:Reason=TooFar,Distance=38.65,Angle=2.9(21:06:12); GameplayStart:IntroFinished(21:06:12); PathProgress:Progress=10%,Speed=1.85,Distance=13.09(21:06:14); BugCatchFailed:Reason=TooFar,Distance=33.21,Angle=13.5(21:06:15); PathProgress:Progress=20%,Speed=1.82,Distance=26.18(21:06:22); PathProgress:Progress=30%,Speed=1.83,Distance=39.26(21:06:29); PathProgress:Progress=40%,Speed=1.81,Distance=52.34(21:06:36); PathProgress:Progress=50%,Speed=1.87,Distance=65.41(21:06:43); BugCatchFailed:Reason=NoBugInRange,Distance=14.73,Angle=15.7(21:06:45); BugCatchFailed:Reason=NoBugInRange,Distance=13.57,Angle=14.9(21:06:46); BugCatchFailed:Reason=NoBugInRange,Distance=12.31,Angle=15.5(21:06:48); BugCatchSuccess:BugIndex=3,Distance=14.83,Progress=1/7(21:06:50); PathProgress:Progress=60%,Speed=1.89,Distance=78.50(21:06:50); BugCatchSuccess:BugIndex=4,Distance=14.48,Progress=2/7(21:06:52); BugCatchFailed:Reason=NoBugInRange,Distance=11.55,Angle=30.0(21:06:53); PathProgress:Progress=70%,Speed=1.83,Distance=91.63(21:06:57); BugCatchFailed:Reason=TooFar,Distance=16.00,Angle=15.7(21:07:03); PathProgress:Progress=80%,Speed=1.84,Distance=104.70(21:07:04); BugCatchSuccess:BugIndex=1,Distance=12.56,Progress=3/7(21:07:06); BugCatchFailed:Reason=TooFar,Distance=26.56,Angle=97.0(21:07:07); PathProgress:Progress=90%,Speed=1.88,Distance=117.74(21:07:11); PathCompleted:TravelTime=70.11s,AvgSpeed=1.87,MaxSpeed=1.93,MinSpeed=1.40,TotalDistance=130.82(21:07:18); ForestSceneComplete:TotalTime=72.12s(21:07:20)"
