UserID,SessionStart,SessionEnd,TotalPlayTime(sec),SceneTransitions,CustomEvents
0B94,0001-01-01 00:00:00,0001-01-01 00:00:00,83.43,Title→Forest(00:00:00); Forest→Observation_selector(00:00:00),"QRCodeScanned:0B94(00:00:00); CalibrationCompleted:Offset=(0.240,-0.161,0.653)(00:00:00); ForestSceneStart:(00:00:00); PathFollowerStart:TotalPathLength=130.81,MinSpeed=0.8,MaxSpeed=2(00:00:00); BugCatcherStart:TotalBugs=7(00:00:00); GameplayStart:IntroFinished(00:00:00); PathProgress:Progress=10%,Speed=1.77,Distance=13.09(00:00:00); BugCatchFailed:Reason=TooFar,Distance=26.37,Angle=4.0(00:00:00); PathProgress:Progress=20%,Speed=1.66,Distance=26.17(00:00:00); BugCatchFailed:Reason=TooFar,Distance=19.37,Angle=1.1(00:00:00); BugCatchFailed:Reason=TooFar,Distance=16.18,Angle=3.6(00:00:00); BugCatchSuccess:BugIndex=0,Distance=13.39,Progress=1/7(00:00:00); PathProgress:Progress=30%,Speed=1.72,Distance=39.25(00:00:00); BugCatchFailed:Reason=TooFar,Distance=15.19,Angle=13.9(00:00:00); PathProgress:Progress=40%,Speed=1.77,Distance=52.36(00:00:00); PathProgress:Progress=50%,Speed=1.65,Distance=65.43(00:00:00); BugCatchSuccess:BugIndex=5,Distance=14.61,Progress=2/7(00:00:00); PathProgress:Progress=60%,Speed=1.70,Distance=78.51(00:00:00); PathProgress:Progress=70%,Speed=1.77,Distance=91.57(00:00:00); PathProgress:Progress=80%,Speed=1.82,Distance=104.66(00:00:00); PathProgress:Progress=90%,Speed=1.82,Distance=117.75(00:00:00); PathCompleted:TravelTime=75.48s,AvgSpeed=1.73,MaxSpeed=1.82,MinSpeed=1.40,TotalDistance=130.83(00:00:00); ForestSceneComplete:TotalTime=77.48s(00:00:00)"
1234,0001-01-01 00:00:00,2025-11-01 07:40:07,63897579607.90,,QRCodeScanned:1234(00:00:00)
