UserID,SessionStart,SessionEnd,TotalPlayTime(sec),SceneTransitions,CustomEvents
0B94,2025-10-31 16:52:38,2025-10-31 16:52:45,6.66,Title→Forest(16:52:42),"QRCodeScanned:0B94(16:52:38); CalibrationCompleted:Offset=(0.352,-0.155,0.535)(16:52:41); ForestSceneStart:(16:52:44); PathFollowerStart:TotalPathLength=130.81,MinSpeed=0.8,MaxSpeed=2(16:52:44); BugCatcherStart:TotalBugs=0(16:52:44)"
