UserID,SessionStart,SessionEnd,TotalPlayTime(sec),SceneTransitions,CustomEvents
1234,2025-11-14 16:30:38,2025-11-14 16:31:00,22.48,Title→Forest(16:30:45),"QRCodeScanned:1234(16:30:38); CalibrationCompleted:Offset=(0.052,-0.082,0.000)(16:30:44); ForestSceneStart:(16:30:46); PathFollowerStart:TotalPathLength=134.26,MinSpeed=0.8,MaxSpeed=2(16:30:46); TutorialStart:(16:30:46); TutorialPhase1:CatchPrompt(16:30:46); BugCatcherStart:TotalBugs=8(16:30:46); GameplayStart:IntroFinished(16:30:51); TutorialPhase3:AimingPrompt(16:30:51); TutorialPhase4:WaitForAiming(16:30:55); TutorialPhase5:WaitForGesture(16:30:56)"
