UserID,SessionStart,SessionEnd,TotalPlayTime(sec),SceneTransitions,CustomEvents
2333,2025-11-17 18:44:34,2025-11-17 18:45:11,36.19,Title→Forest(18:44:41),"QRCodeScanned:2333(18:44:34); CalibrationCompleted:Offset=(0.030,-0.108,0.000)(18:44:40); ForestSceneStart:(18:44:43); PathFollowerStart:TotalPathLength=36.26,MinSpeed=0.5,MaxSpeed=4(18:44:43); PathProgress:Progress=10%,Speed=4.00,Distance=3.69(18:44:43); PathProgress:Progress=20%,Speed=4.00,Distance=7.28(18:44:44); PathProgress:Progress=30%,Speed=4.00,Distance=10.93(18:44:45); PathProgress:Progress=40%,Speed=4.00,Distance=14.55(18:44:46); PathProgress:Progress=50%,Speed=4.00,Distance=18.16(18:44:46); GameplayStart:IntroFinished(18:44:47); TutorialStart:(18:44:47); TutorialPhase1:CatchPrompt(18:44:47); TutorialPhase3:AimingPrompt(18:44:51); TutorialPhase4:WaitForAiming(18:44:55)"
