UserID,SessionStart,SessionEnd,TotalPlayTime(sec),SceneTransitions,CustomEvents
1233,2025-11-17 19:23:02,2025-11-17 19:23:36,33.67,Title→Forest(19:23:09),"QRCodeScanned:1233(19:23:02); CalibrationCompleted:Offset=(0.323,-0.039,0.000)(19:23:08); ForestSceneStart:(19:23:10); GameplayStart:IntroFinished(19:23:15); TutorialStart:(19:23:15); TutorialPhase1:CatchPrompt(19:23:15); TutorialPhase3:AimingPrompt(19:23:19); TutorialPhase4:WaitForAiming(19:23:23); TutorialPhase5:WaitForGesture(19:23:24); BugCatcherStart:TotalBugs=8(19:23:24); BugCatchSuccess:BugIndex=1,Distance=16.56,Progress=1/8(19:23:24); TutorialComplete:Time=9.86s(19:23:24); PathFollowerStart:TotalPathLength=134.26,MinSpeed=0.8,MaxSpeed=2(19:23:26); BugCatchFailed:Reason=TooFar,Distance=43.68,Angle=0.6(19:23:29)"
