UserID,SessionStart,SessionEnd,TotalPlayTime(sec),SceneTransitions,CustomEvents
0B94,2025-11-01 09:57:20,2025-11-01 09:58:54,94.84,Title→Forest(09:57:27),"QRCodeScanned:0B94(09:57:20); CalibrationCompleted:Offset=(0.097,-0.506,0.367)(09:57:26); ForestSceneStart:(09:57:28); PathFollowerStart:TotalPathLength=130.81,MinSpeed=0.8,MaxSpeed=2(09:57:28); BugCatcherStart:TotalBugs=7(09:57:28); GameplayStart:IntroFinished(09:57:33); PathProgress:Progress=10%,Speed=1.05,Distance=13.09(09:57:40); PathProgress:Progress=20%,Speed=0.99,Distance=26.18(09:57:50); BugCatchFailed:Reason=TooFar,Distance=17.71,Angle=2.1(09:57:55); PathProgress:Progress=30%,Speed=1.56,Distance=39.24(09:58:01); PathProgress:Progress=40%,Speed=1.77,Distance=52.33(09:58:09); PathProgress:Progress=50%,Speed=1.75,Distance=65.43(09:58:16); PathProgress:Progress=60%,Speed=1.75,Distance=78.51(09:58:23); PathProgress:Progress=70%,Speed=1.84,Distance=91.60(09:58:30); PathProgress:Progress=80%,Speed=1.69,Distance=104.65(09:58:38); PathProgress:Progress=90%,Speed=1.66,Distance=117.73(09:58:45); PathCompleted:TravelTime=84.40s,AvgSpeed=1.55,MaxSpeed=1.93,MinSpeed=0.87,TotalDistance=130.83(09:58:53)"
