UserID,SessionStart,SessionEnd,TotalPlayTime(sec),SceneTransitions,CustomEvents
1234,2025-12-05 16:51:45,2025-12-05 16:52:42,57.52,Title→Forest(16:51:52); Forest→Observation_selector(16:52:42),"QRCodeScanned:1234(16:51:45); CalibrationCompleted:Offset=(0.000,-0.171,0.000)(16:51:51); ForestSceneStart:(16:51:53); GameplayStart:IntroFinished(16:51:57); TutorialStart:(16:51:57); TutorialPhase1:CatchPrompt(16:51:57); TutorialPhase3:AimingPrompt(16:52:01); TutorialPhase4:WaitForAiming(16:52:05); TutorialPhase5:WaitForGesture(16:52:06); BugCatcherStart:TotalBugs=8(16:52:06); BugCatchSuccess:BugIndex=1,Distance=5.04,Progress=1/8(16:52:09); TutorialComplete:Time=12.16s(16:52:09); PathFollowerStart:TotalPathLength=53.59,MinSpeed=0.8,MaxSpeed=2(16:52:11); BugCatchSuccess:BugIndex=3,Distance=16.02,Progress=2/8(16:52:14); PathProgress:Progress=10%,Speed=2.00,Distance=5.40(16:52:15); PathProgress:Progress=20%,Speed=2.00,Distance=10.74(16:52:18); PathProgress:Progress=30%,Speed=2.00,Distance=16.09(16:52:20); PathProgress:Progress=40%,Speed=2.00,Distance=21.46(16:52:23); PathProgress:Progress=50%,Speed=2.00,Distance=26.80(16:52:26); BugCatchSuccess:BugIndex=2,Distance=9.80,Progress=3/8(16:52:27); PathProgress:Progress=60%,Speed=2.00,Distance=32.17(16:52:29); PathProgress:Progress=70%,Speed=2.00,Distance=37.53(16:52:32); PathProgress:Progress=80%,Speed=2.00,Distance=42.89(16:52:35); PathProgress:Progress=90%,Speed=2.00,Distance=48.25(16:52:37); PathCompleted:TravelTime=29.05s,AvgSpeed=1.84,MaxSpeed=2.00,MinSpeed=0.00,TotalDistance=53.59(16:52:40); ForestSceneComplete:TotalTime=31.07s(16:52:42)"
