UserID,SessionStart,SessionEnd,TotalPlayTime(sec),SceneTransitions,CustomEvents
1234,2025-12-05 16:44:35,2025-12-05 16:45:33,57.89,Title→Forest(16:44:42),"QRCodeScanned:1234(16:44:35); CalibrationCompleted:Offset=(0.021,-0.235,0.000)(16:44:41); ForestSceneStart:(16:44:43); GameplayStart:IntroFinished(16:44:47); TutorialStart:(16:44:47); TutorialPhase1:CatchPrompt(16:44:47); TutorialPhase3:AimingPrompt(16:44:51); TutorialPhase4:WaitForAiming(16:44:55); TutorialPhase5:WaitForGesture(16:45:00); BugCatcherStart:TotalBugs=8(16:45:00); BugCatchSuccess:BugIndex=1,Distance=5.04,Progress=1/8(16:45:02); TutorialComplete:Time=14.94s(16:45:02); PathFollowerStart:TotalPathLength=55.45,MinSpeed=0.8,MaxSpeed=2(16:45:04); PathProgress:Progress=10%,Speed=2.00,Distance=5.57(16:45:07); PathProgress:Progress=20%,Speed=2.00,Distance=11.17(16:45:10); PathProgress:Progress=30%,Speed=2.00,Distance=16.67(16:45:13); PathProgress:Progress=40%,Speed=2.00,Distance=22.19(16:45:15); PathProgress:Progress=50%,Speed=2.00,Distance=27.73(16:45:18); PathProgress:Progress=60%,Speed=2.00,Distance=33.29(16:45:21); PathProgress:Progress=70%,Speed=2.00,Distance=38.84(16:45:24); PathProgress:Progress=80%,Speed=2.00,Distance=44.39(16:45:26); PathProgress:Progress=90%,Speed=2.00,Distance=49.91(16:45:29); PathCompleted:TravelTime=27.73s,AvgSpeed=2.00,MaxSpeed=2.00,MinSpeed=2.00,TotalDistance=55.46(16:45:32)"
