UserID,SessionStart,SessionEnd,TotalPlayTime(sec),SceneTransitions,CustomEvents
1234,2025-11-14 17:52:22,2025-11-14 17:52:52,29.28,Title→Forest(17:52:29),"QRCodeScanned:1234(17:52:22); CalibrationCompleted:Offset=(0.028,-0.008,0.000)(17:52:28); ForestSceneStart:(17:52:31); GameplayStart:IntroFinished(17:52:35); TutorialStart:(17:52:35); TutorialPhase1:CatchPrompt(17:52:35); BugCatcherStart:TotalBugs=8(17:52:35); BugCatchSuccess:BugIndex=1,Distance=16.56,Progress=1/8(17:52:36); BugCatchFailed:Reason=TooFar,Distance=52.88,Angle=4.3(17:52:37); TutorialPhase3:AimingPrompt(17:52:39); BugCatchFailed:Reason=TooFar,Distance=52.88,Angle=4.3(17:52:39); TutorialPhase4:WaitForAiming(17:52:43); TutorialPhase5:WaitForGesture(17:52:44); TutorialComplete:Time=9.25s(17:52:44); PathFollowerStart:TotalPathLength=134.26,MinSpeed=0.8,MaxSpeed=2(17:52:46); BugCatchFailed:Reason=TooFar,Distance=49.04,Angle=1.0(17:52:50)"
