UserID,SessionStart,SessionEnd,TotalPlayTime(sec),SceneTransitions,CustomEvents
1234,2025-12-04 10:42:08,2025-12-04 10:43:38,90.10,Title→Forest(10:42:15),"QRCodeScanned:1234(10:42:08); CalibrationCompleted:Offset=(0.050,-0.221,0.000)(10:42:14); ForestSceneStart:(10:42:16); GameplayStart:IntroFinished(10:42:20); TutorialStart:(10:42:20); TutorialPhase1:CatchPrompt(10:42:20); TutorialPhase3:AimingPrompt(10:42:40); TutorialPhase4:WaitForAiming(10:43:00); TutorialPhase5:WaitForGesture(10:43:06); BugCatcherStart:TotalBugs=8(10:43:06); BugCatchSuccess:BugIndex=1,Distance=16.56,Progress=1/8(10:43:22); TutorialComplete:Time=23.31s(10:43:22); PathFollowerStart:TotalPathLength=134.26,MinSpeed=0.8,MaxSpeed=2(10:43:36)"
