UserID,SessionStart,SessionEnd,TotalPlayTime(sec),SceneTransitions,CustomEvents
0B94,2025-10-31 16:47:24,2025-10-31 16:48:49,84.96,Title→Forest(16:47:28); Forest→Observation_selector(16:48:49),"QRCodeScanned:0B94(16:47:24); CalibrationCompleted:Offset=(0.345,-0.144,0.595)(16:47:27); ForestSceneStart:(16:47:29); PathFollowerStart:TotalPathLength=130.81,MinSpeed=0.8,MaxSpeed=2(16:47:29); BugCatcherStart:TotalBugs=0(16:47:29); GameplayStart:IntroFinished(16:47:34); PathProgress:Progress=10%,Speed=1.47,Distance=13.09(16:47:38); BugCatchFailed:Reason=TooFar,Distance=340282300000000000000000000000000000000.00,Angle=340282300000000000000000000000000000000.0(16:47:44); PathProgress:Progress=20%,Speed=1.66,Distance=26.17(16:47:46); BugCatchFailed:Reason=TooFar,Distance=340282300000000000000000000000000000000.00,Angle=340282300000000000000000000000000000000.0(16:47:46); BugCatchFailed:Reason=TooFar,Distance=340282300000000000000000000000000000000.00,Angle=340282300000000000000000000000000000000.0(16:47:50); BugCatchFailed:Reason=TooFar,Distance=340282300000000000000000000000000000000.00,Angle=340282300000000000000000000000000000000.0(16:47:51); PathProgress:Progress=30%,Speed=1.74,Distance=39.25(16:47:54); BugCatchFailed:Reason=TooFar,Distance=340282300000000000000000000000000000000.00,Angle=340282300000000000000000000000000000000.0(16:47:59); PathProgress:Progress=40%,Speed=1.76,Distance=52.34(16:48:01); PathProgress:Progress=50%,Speed=1.72,Distance=65.43(16:48:09); PathProgress:Progress=60%,Speed=1.72,Distance=78.51(16:48:17); BugCatchFailed:Reason=TooFar,Distance=340282300000000000000000000000000000000.00,Angle=340282300000000000000000000000000000000.0(16:48:21); BugCatchFailed:Reason=TooFar,Distance=340282300000000000000000000000000000000.00,Angle=340282300000000000000000000000000000000.0(16:48:25); PathProgress:Progress=70%,Speed=1.75,Distance=91.59(16:48:25); BugCatchFailed:Reason=TooFar,Distance=340282300000000000000000000000000000000.00,Angle=340282300000000000000000000000000000000.0(16:48:31); PathProgress:Progress=80%,Speed=1.75,Distance=104.67(16:48:32); BugCatchFailed:Reason=TooFar,Distance=340282300000000000000000000000000000000.00,Angle=340282300000000000000000000000000000000.0(16:48:38); PathProgress:Progress=90%,Speed=1.75,Distance=117.73(16:48:40); BugCatchFailed:Reason=TooFar,Distance=340282300000000000000000000000000000000.00,Angle=340282300000000000000000000000000000000.0(16:48:41); BugCatchFailed:Reason=TooFar,Distance=340282300000000000000000000000000000000.00,Angle=340282300000000000000000000000000000000.0(16:48:43); PathCompleted:TravelTime=77.42s,AvgSpeed=1.69,MaxSpeed=1.78,MinSpeed=1.34,TotalDistance=130.82(16:48:47); ForestSceneComplete:TotalTime=79.43s(16:48:49)"
