UserID,SessionStart,SessionEnd,TotalPlayTime(sec),SceneTransitions,CustomEvents
1111,2025-11-17 18:48:49,2025-11-17 18:49:05,16.19,Title→Forest(18:48:56),"QRCodeScanned:1111(18:48:49); CalibrationCompleted:Offset=(0.090,0.001,0.000)(18:48:55); ForestSceneStart:(18:48:57); PathFollowerStart:TotalPathLength=36.26,MinSpeed=0.5,MaxSpeed=4(18:48:57); PathProgress:Progress=10%,Speed=4.00,Distance=3.64(18:48:58); PathProgress:Progress=20%,Speed=4.00,Distance=7.26(18:48:59); PathProgress:Progress=30%,Speed=4.00,Distance=10.90(18:49:00); PathProgress:Progress=40%,Speed=4.00,Distance=14.65(18:49:01); GameplayStart:IntroFinished(18:49:01); TutorialStart:(18:49:01); TutorialPhase1:CatchPrompt(18:49:01); PathProgress:Progress=50%,Speed=4.00,Distance=18.17(18:49:02); PathProgress:Progress=60%,Speed=4.00,Distance=21.76(18:49:03); PathProgress:Progress=70%,Speed=4.00,Distance=25.42(18:49:04); PathProgress:Progress=80%,Speed=4.00,Distance=29.06(18:49:05)"
