UserID,SessionStart,SessionEnd,TotalPlayTime(sec),SceneTransitions,CustomEvents
1234,2025-12-05 16:48:43,2025-12-05 16:49:34,50.39,Title→Forest(16:48:50),"QRCodeScanned:1234(16:48:43); CalibrationCompleted:Offset=(-0.020,-0.112,0.000)(16:48:49); ForestSceneStart:(16:48:51); GameplayStart:IntroFinished(16:48:56); TutorialStart:(16:48:56); TutorialPhase1:CatchPrompt(16:48:56); TutorialPhase3:AimingPrompt(16:49:00); TutorialPhase4:WaitForAiming(16:49:04); TutorialPhase5:WaitForGesture(16:49:05); BugCatcherStart:TotalBugs=8(16:49:05); BugCatchSuccess:BugIndex=1,Distance=5.04,Progress=1/8(16:49:08); TutorialComplete:Time=12.60s(16:49:08); PathFollowerStart:TotalPathLength=54.08,MinSpeed=0.8,MaxSpeed=2(16:49:10); PathProgress:Progress=10%,Speed=2.00,Distance=5.50(16:49:13); PathProgress:Progress=20%,Speed=2.00,Distance=10.83(16:49:16); PathProgress:Progress=30%,Speed=2.00,Distance=16.30(16:49:18); PathProgress:Progress=40%,Speed=2.00,Distance=21.73(16:49:21); PathProgress:Progress=50%,Speed=2.00,Distance=27.06(16:49:24); PathProgress:Progress=60%,Speed=2.00,Distance=32.46(16:49:26); PathProgress:Progress=70%,Speed=2.00,Distance=37.89(16:49:29); PathProgress:Progress=80%,Speed=2.00,Distance=43.27(16:49:32)"
