UserID,SessionStart,SessionEnd,TotalPlayTime(sec),SceneTransitions,CustomEvents
1222,2025-11-14 17:58:07,2025-11-14 17:58:36,28.43,Title→Forest(17:58:15),"QRCodeScanned:1222(17:58:07); CalibrationCompleted:Offset=(0.053,-0.012,0.000)(17:58:14); ForestSceneStart:(17:58:16); GameplayStart:IntroFinished(17:58:21); TutorialStart:(17:58:21); TutorialPhase1:CatchPrompt(17:58:21); TutorialPhase3:AimingPrompt(17:58:25); TutorialPhase4:WaitForAiming(17:58:29); TutorialPhase5:WaitForGesture(17:58:30); BugCatcherStart:TotalBugs=8(17:58:30); BugCatchSuccess:BugIndex=1,Distance=16.56,Progress=1/8(17:58:32); TutorialComplete:Time=11.14s(17:58:32); PathFollowerStart:TotalPathLength=134.26,MinSpeed=0.8,MaxSpeed=2(17:58:34)"
