UserID,SessionStart,SessionEnd,TotalPlayTime(sec),SceneTransitions,CustomEvents
1234,2025-11-17 19:14:00,2025-11-17 19:15:23,82.52,Title→Forest(19:14:07),"QRCodeScanned:1234(19:14:00); CalibrationCompleted:Offset=(0.002,0.001,0.000)(19:14:06); ForestSceneStart:(19:14:08); GameplayStart:IntroFinished(19:14:12); TutorialStart:(19:14:12); TutorialPhase1:CatchPrompt(19:14:12); TutorialPhase3:AimingPrompt(19:14:16); TutorialPhase4:WaitForAiming(19:14:20); TutorialPhase5:WaitForGesture(19:14:22); BugCatcherStart:TotalBugs=8(19:14:22); BugCatchSuccess:BugIndex=1,Distance=16.56,Progress=1/8(19:14:24); TutorialComplete:Time=11.86s(19:14:24); PathFollowerStart:TotalPathLength=134.26,MinSpeed=0.8,MaxSpeed=2(19:14:26); BugCatchFailed:Reason=TooFar,Distance=42.92,Angle=1.4(19:14:30); PathProgress:Progress=10%,Speed=2.00,Distance=13.43(19:14:35); BugCatchSuccess:BugIndex=0,Distance=25.97,Progress=2/8(19:14:41); PathProgress:Progress=20%,Speed=2.00,Distance=26.87(19:14:44); PathProgress:Progress=30%,Speed=2.00,Distance=40.30(19:14:51); BugCatchSuccess:BugIndex=3,Distance=21.99,Progress=3/8(19:14:54); PathProgress:Progress=40%,Speed=2.00,Distance=53.71(19:14:59); BugCatchSuccess:BugIndex=6,Distance=23.38,Progress=4/8(19:15:06); PathProgress:Progress=50%,Speed=2.00,Distance=67.17(19:15:09); BugCatchSuccess:BugIndex=4,Distance=22.96,Progress=5/8(19:15:12); BugCatchSuccess:BugIndex=5,Distance=20.18,Progress=6/8(19:15:17); PathProgress:Progress=60%,Speed=2.00,Distance=80.61(19:15:18)"
