UserID,SessionStart,SessionEnd,TotalPlayTime(sec),SceneTransitions,CustomEvents
0B94,2025-10-31 16:02:33,2025-10-31 16:03:08,34.53,Title→Forest(16:02:37); Forest→Observation_selector(16:02:55),"QRCodeScanned:0B94(16:02:33); CalibrationCompleted:Offset=(0.337,-0.182,0.606)(16:02:36); ForestSceneStart:(16:02:39); PathFollowerStart:TotalPathLength=36.26,MinSpeed=0.5,MaxSpeed=4(16:02:39); BugCatcherStart:TotalBugs=0(16:02:39); PathProgress:Progress=10%,Speed=2.81,Distance=3.67(16:02:41); PathProgress:Progress=20%,Speed=2.81,Distance=7.30(16:02:42); PathProgress:Progress=30%,Speed=2.86,Distance=10.90(16:02:43); GameplayStart:IntroFinished(16:02:43); PathProgress:Progress=40%,Speed=2.66,Distance=14.55(16:02:45); PathProgress:Progress=50%,Speed=2.84,Distance=18.17(16:02:46); PathProgress:Progress=60%,Speed=2.86,Distance=21.76(16:02:47); PathProgress:Progress=70%,Speed=2.20,Distance=25.43(16:02:49); PathProgress:Progress=80%,Speed=2.60,Distance=29.01(16:02:50); PathProgress:Progress=90%,Speed=2.65,Distance=32.64(16:02:51); PathCompleted:TravelTime=13.45s,AvgSpeed=2.70,MaxSpeed=2.99,MinSpeed=2.20,TotalDistance=36.26(16:02:53); BugCatcherEnd:FinalScore=0/0,Attempts=0,Success=0,Failed=0(16:02:55); ForestSceneEnd:PlayTime=15.47s(16:02:55)"
