UserID,SessionStart,SessionEnd,TotalPlayTime(sec),SceneTransitions,CustomEvents
1234,2025-11-14 16:50:47,2025-11-14 16:51:22,34.76,Title→Forest(16:50:54),"QRCodeScanned:1234(16:50:47); CalibrationCompleted:Offset=(0.047,-0.068,0.000)(16:50:53); ForestSceneStart:(16:50:55); BugCatcherStart:TotalBugs=8(16:50:55); GameplayStart:IntroFinished(16:50:59); TutorialStart:(16:50:59); TutorialPhase1:CatchPrompt(16:50:59); TutorialPhase3:AimingPrompt(16:51:03); TutorialPhase4:WaitForAiming(16:51:07); TutorialPhase5:WaitForGesture(16:51:09); BugCatchSuccess:BugIndex=1,Distance=16.56,Progress=1/8(16:51:11); TutorialComplete:Time=11.81s(16:51:11); PathFollowerStart:TotalPathLength=134.26,MinSpeed=0.8,MaxSpeed=2(16:51:13)"
