UserID,SessionStart,SessionEnd,TotalPlayTime(sec),SceneTransitions,CustomEvents
1234,2025-11-17 18:55:43,2025-11-17 18:56:17,33.95,Title→Forest(18:55:50),"QRCodeScanned:1234(18:55:43); CalibrationCompleted:Offset=(0.047,-0.127,0.000)(18:55:49); ForestSceneStart:(18:55:52); PathFollowerStart:TotalPathLength=36.26,MinSpeed=0.5,MaxSpeed=2(18:55:52); PathProgress:Progress=10%,Speed=2.00,Distance=3.65(18:55:53); PathProgress:Progress=20%,Speed=2.00,Distance=7.28(18:55:55); GameplayStart:IntroFinished(18:55:56); TutorialStart:(18:55:56); TutorialPhase1:CatchPrompt(18:55:56); PathProgress:Progress=30%,Speed=2.00,Distance=10.88(18:55:56); TutorialPhase3:AimingPrompt(18:56:00); TutorialPhase4:WaitForAiming(18:56:04)"
