UserID,SessionStart,SessionEnd,TotalPlayTime(sec),TutorialTime(sec),ForestStayTime(sec),ZoneSelectionCount,ZoneSelections,SceneTransitions,CustomEvents
debug_user,2026-09-18 22:10:45,2026-09-18 22:14:30,224.88,12.67,108.13,1,Zone3(22:13:53),Title→Forest(22:10:52); Forest→Forest(22:10:54); Forest→Observation_selector(22:12:40); Observation_selector→Observation(22:13:54),"QRCodeScanned:debug_user(22:10:45); CalibrationCompleted:Offset=(0.904,0.157,-0.167)(22:10:51); ForestSceneStart:(22:10:54); GameplayStart:IntroFinished(22:10:58); TutorialManagerStart:Time=20.24(22:10:58); TutorialStart:(22:10:58); BugCatcherStart:TotalBugs=8(22:10:58); BugCatchSuccess:BugName=アゲハチョウ,BugID=1,BugIndex=0,Distance=3.31,Progress=1/1(22:11:09); AllBugsCaught:Attempts=1,Success=1,Failed=0(22:11:09); TutorialComplete:Time=10.65s(22:11:09); PathFollowerStart:Time=32.91,TutorialDuration=12.67(22:11:11); BugCatchSuccess:BugName=アゲハチョウ,BugID=0,BugIndex=0,Distance=3.40,Progress=1/7(22:11:28); BugCatchFailed:Reason=WrongAngle,Distance=3.88,Angle=22.5(22:11:36); BugCatchSuccess:BugName=トノサマバッタ,BugID=3,BugIndex=2,Distance=3.53,Progress=2/7(22:11:40); BugCatchSuccess:BugName=モンシロチョウ,BugID=4,BugIndex=3,Distance=3.17,Progress=3/7(22:11:52); BugCatchSuccess:BugName=コカマキリ,BugID=5,BugIndex=4,Distance=4.08,Progress=4/7(22:11:57); BugCatchSuccess:BugName=オニヤンマ,BugID=2,BugIndex=1,Distance=4.53,Progress=5/7(22:12:05); BugCatchSuccess:BugName=アブラゼミ,BugID=7,BugIndex=6,Distance=3.84,Progress=6/7(22:12:10); BugCatchSuccess:BugName=カブトムシ,BugID=6,BugIndex=5,Distance=4.55,Progress=7/7(22:12:21); AllBugsCaught:Attempts=9,Success=8,Failed=1(22:12:21); ForestSceneEnd:PlayTime=104.42s(22:12:39); BugCatcherEnd:FinalScore=7/7,Attempts=9,Success=8,Failed=1(22:12:39); ZoneSelected:Zone=3,Order=1(22:13:53)"
