UserID,SessionStart,SessionEnd,TotalPlayTime(sec),TutorialTime(sec),ForestStayTime(sec),ZoneSelectionCount,ZoneSelections,SceneTransitions,CustomEvents
debug_user,2026-05-31 12:06:42,2026-05-31 12:08:38,115.67,18.49,108.67,0,,Title→Forest(12:06:49); Forest→Forest(12:06:51),"QRCodeScanned:debug_user(12:06:42); CalibrationCompleted:Offset=(-0.106,-0.433,0.951)(12:06:48); ForestSceneStart:(12:06:51); GameplayStart:IntroFinished(12:06:55); TutorialManagerStart:Time=36.14(12:06:55); TutorialStart:(12:06:55); BugCatcherStart:TotalBugs=8(12:06:55); BugCatchSuccess:BugName=アゲハチョウ,BugID=1,BugIndex=0,Distance=3.31,Progress=1/1(12:07:12); AllBugsCaught:Attempts=1,Success=1,Failed=0(12:07:12); TutorialComplete:Time=16.48s(12:07:12); PathFollowerStart:Time=54.63,TutorialDuration=18.49(12:07:14); BugCatchSuccess:BugName=オニヤンマ,BugID=2,BugIndex=1,Distance=3.16,Progress=1/7(12:08:30)"
