UserID,SessionStart,SessionEnd,TotalPlayTime(sec),TutorialTime(sec),ForestStayTime(sec),ZoneSelectionCount,ZoneSelections,SceneTransitions,CustomEvents
1234,2026-05-30 10:13:15,2026-05-30 10:15:14,119.26,11.04,91.09,1,Zone4(10:14:59),Title→Forest(10:13:22); Forest→Forest(10:13:23); Forest→Observation_selector(10:14:53); Observation_selector→Observation(10:15:00); Observation→Observation_selector(10:15:08); Observation_selector→Ending(10:15:14),"QRCodeScanned:1234(10:13:15); CalibrationCompleted:Offset=(0.073,-0.129,0.803)(10:13:21); ForestSceneStart:(10:13:23); GameplayStart:IntroFinished(10:13:27); TutorialManagerStart:Time=26.29(10:13:27); TutorialStart:(10:13:27); BugCatcherStart:TotalBugs=8(10:13:27); BugCatchSuccess:BugName=アゲハチョウ,BugID=1,BugIndex=0,Distance=3.31,Progress=1/1(10:13:36); AllBugsCaught:Attempts=1,Success=1,Failed=0(10:13:36); TutorialComplete:Time=9.04s(10:13:36); PathFollowerStart:Time=37.34,TutorialDuration=11.04(10:13:38); BugCatchSuccess:BugName=オニヤンマ,BugID=2,BugIndex=1,Distance=3.83,Progress=1/7(10:14:21); BugCatcherEnd:FinalScore=1/7,Attempts=2,Success=2,Failed=0(10:14:52); ForestSceneEnd:PlayTime=89.29s(10:14:52); ZoneSelected:Zone=4,Order=1(10:14:59)"
