UserID,SessionStart,SessionEnd,TotalPlayTime(sec),TutorialTime(sec),ForestStayTime(sec),ZoneSelectionCount,ZoneSelections,SceneTransitions,CustomEvents
debug_user,2026-05-31 14:24:43,2026-05-31 14:25:18,34.82,19.30,27.80,0,,Title→Forest(14:24:50); Forest→Forest(14:24:51),"QRCodeScanned:debug_user(14:24:43); CalibrationCompleted:Offset=(-0.472,-0.304,0.000)(14:24:49); ForestSceneStart:(14:24:51); GameplayStart:IntroFinished(14:24:56); TutorialManagerStart:Time=28.40(14:24:56); TutorialStart:(14:24:56); BugCatcherStart:TotalBugs=8(14:24:56); BugCatchSuccess:BugName=アゲハチョウ,BugID=1,BugIndex=1,Distance=3.31,Progress=1/8(14:25:01); TutorialSkipped:Phase=Phase4_WaitForAiming,Time=19.29s(14:25:15); PathFollowerStart:Time=47.71,TutorialDuration=19.30(14:25:15)"
