UserID,SessionStart,SessionEnd,TotalPlayTime(sec),TutorialTime(sec),ForestStayTime(sec),ZoneSelectionCount,ZoneSelections,SceneTransitions,CustomEvents
debug_user,2026-05-31 11:25:14,2026-05-31 11:28:09,175.38,11.90,95.12,2,Zone7(11:27:04); Zone4(11:27:15),Title→Forest(11:25:21); Forest→Forest(11:25:23); Forest→Observation_selector(11:26:56); Observation_selector→Observation(11:27:04); Observation→Observation_selector(11:27:12); Observation_selector→Observation(11:27:15); Observation→Observation_selector(11:27:21),"QRCodeScanned:debug_user(11:25:14); CalibrationCompleted:Offset=(-0.031,-0.186,0.729)(11:25:20); ForestSceneStart:(11:25:23); GameplayStart:IntroFinished(11:25:27); TutorialManagerStart:Time=20.53(11:25:27); TutorialStart:(11:25:27); BugCatcherStart:TotalBugs=8(11:25:27); BugCatchSuccess:BugName=アゲハチョウ,BugID=1,BugIndex=1,Distance=3.31,Progress=1/8(11:25:36); TutorialSkipped:Phase=Phase5_WaitForGesture,Time=11.90s(11:25:39); PathFollowerStart:Time=32.43,TutorialDuration=11.90(11:25:39); ForestSceneEnd:PlayTime=91.50s(11:26:56); BugCatcherEnd:FinalScore=0/7,Attempts=1,Success=1,Failed=0(11:26:56); ZoneSelected:Zone=7,Order=1(11:27:04); ZoneSelected:Zone=4,Order=2(11:27:15)"
