UserID,SessionStart,SessionEnd,TotalPlayTime(sec),TutorialTime(sec),ForestStayTime(sec),ZoneSelectionCount,ZoneSelections,SceneTransitions,CustomEvents
debug_user,2026-05-31 12:19:48,2026-05-31 12:22:36,167.97,82.70,160.98,0,,Title→Forest(12:19:55); Forest→Forest(12:19:56),"QRCodeScanned:debug_user(12:19:48); CalibrationCompleted:Offset=(-0.071,-0.374,0.938)(12:19:54); ForestSceneStart:(12:19:56); GameplayStart:IntroFinished(12:20:00); TutorialManagerStart:Time=24.98(12:20:00); TutorialStart:(12:20:00); BugCatcherStart:TotalBugs=8(12:20:00); BugCatchSuccess:BugName=アゲハチョウ,BugID=1,BugIndex=0,Distance=3.31,Progress=1/1(12:21:21); AllBugsCaught:Attempts=1,Success=1,Failed=0(12:21:21); TutorialComplete:Time=80.70s(12:21:21); PathFollowerStart:Time=107.67,TutorialDuration=82.70(12:21:23); BugCatchFailed:Reason=TooFar,Distance=6.00,Angle=11.9(12:21:32); BugCatchFailed:Reason=TooFar,Distance=5.75,Angle=11.5(12:21:34); BugCatchSuccess:BugName=アゲハチョウ,BugID=0,BugIndex=0,Distance=3.94,Progress=1/7(12:21:44); BugCatchFailed:Reason=TooFar,Distance=5.33,Angle=1.5(12:21:52); BugCatchFailed:Reason=NoBugInRange,Distance=4.54,Angle=1.2(12:21:55); BugCatchSuccess:BugName=トノサマバッタ,BugID=3,BugIndex=2,Distance=3.33,Progress=2/7(12:21:59); BugCatchFailed:Reason=TooFar,Distance=7.15,Angle=9.6(12:22:01); BugCatchFailed:Reason=TooFar,Distance=6.61,Angle=8.5(12:22:03); BugCatchFailed:Reason=TooFar,Distance=5.99,Angle=6.6(12:22:05); BugCatchFailed:Reason=WrongAngle,Distance=4.80,Angle=22.9(12:22:09); BugCatchFailed:Reason=NoBugInRange,Distance=1.58,Angle=3.9(12:22:23)"
