UserID,SessionStart,SessionEnd,TotalPlayTime(sec),TutorialTime(sec),ForestStayTime(sec),ZoneSelectionCount,ZoneSelections,SceneTransitions,CustomEvents
debug_user,2026-09-18 22:15:29,2026-09-18 22:16:40,71.43,34.96,64.43,0,,Title→Forest(22:15:36); Forest→Forest(22:15:37),"QRCodeScanned:debug_user(22:15:29); CalibrationCompleted:Offset=(0.868,0.160,-0.175)(22:15:35); ForestSceneStart:(22:15:37); GameplayStart:IntroFinished(22:15:41); TutorialManagerStart:Time=30.82(22:15:41); TutorialStart:(22:15:41); BugCatcherStart:TotalBugs=8(22:15:41); BugCatchSuccess:BugName=アゲハチョウ,BugID=1,BugIndex=1,Distance=3.31,Progress=1/8(22:15:47); BugCatchFailed:Reason=TooFar,Distance=9.73,Angle=17.1(22:15:55); BugCatchFailed:Reason=TooFar,Distance=9.73,Angle=14.7(22:15:58); BugCatchFailed:Reason=TooFar,Distance=9.73,Angle=1.2(22:16:01); BugCatchFailed:Reason=TooFar,Distance=9.73,Angle=17.8(22:16:04); BugCatchFailed:Reason=TooFar,Distance=9.73,Angle=7.5(22:16:13); TutorialSkipped:Phase=Phase4_WaitForAiming,Time=34.95s(22:16:16); PathFollowerStart:Time=65.79,TutorialDuration=34.96(22:16:16); BugCatchSuccess:BugName=アゲハチョウ,BugID=0,BugIndex=0,Distance=4.40,Progress=1/7(22:16:28)"
