UserID,SessionStart,SessionEnd,TotalPlayTime(sec),TutorialTime(sec),ForestStayTime(sec),ZoneSelectionCount,ZoneSelections,SceneTransitions,CustomEvents
debug_user,2026-05-31 11:28:18,2026-05-31 11:31:04,166.02,1.25,80.97,3,Zone4(11:29:51); Zone2(11:30:44); Zone3(11:30:51),Title→Forest(11:28:25); Forest→Forest(11:28:27); Forest→Observation_selector(11:29:46); Observation_selector→Observation(11:29:51); Observation→Observation_selector(11:30:22); Observation_selector→Observation(11:30:45); Observation→Observation_selector(11:30:49); Observation_selector→Observation(11:30:52); Observation→Observation_selector(11:30:56); Observation_selector→Ending(11:31:04),"QRCodeScanned:debug_user(11:28:18); CalibrationCompleted:Offset=(-0.122,-0.264,0.619)(11:28:24); ForestSceneStart:(11:28:27); GameplayStart:IntroFinished(11:28:31); TutorialManagerStart:Time=14.81(11:28:31); TutorialStart:(11:28:31); BugCatcherStart:TotalBugs=8(11:28:31); TutorialSkipped:Phase=Phase1_CatchPrompt,Time=1.24s(11:28:32); PathFollowerStart:Time=16.06,TutorialDuration=1.25(11:28:32); BugCatcherEnd:FinalScore=0/7,Attempts=0,Success=0,Failed=0(11:29:46); ForestSceneEnd:PlayTime=78.74s(11:29:46); ZoneSelected:Zone=4,Order=1(11:29:51); ZoneSelected:Zone=2,Order=2(11:30:44); ZoneSelected:Zone=3,Order=3(11:30:51)"
