UserID,SessionStart,SessionEnd,TotalPlayTime(sec),TutorialTime(sec),ForestStayTime(sec),ZoneSelectionCount,ZoneSelections,SceneTransitions,CustomEvents
1232,2026-05-30 10:07:36,2026-05-30 10:11:50,253.59,33.01,123.98,2,Zone6(10:10:53); Zone3(10:11:11),Title→Forest(10:07:43); Forest→Forest(10:07:44); Forest→Observation_selector(10:09:47); Observation_selector→Observation(10:10:53); Observation→Observation_selector(10:11:05); Observation_selector→Observation(10:11:12),"QRCodeScanned:1232(10:07:36); CalibrationCompleted:Offset=(0.053,-0.105,0.805)(10:07:42); ForestSceneStart:(10:07:45); GameplayStart:IntroFinished(10:07:49); TutorialManagerStart:Time=48.01(10:07:49); TutorialStart:(10:07:49); BugCatcherStart:TotalBugs=8(10:07:49); BugCatchSuccess:BugName=アゲハチョウ,BugID=1,BugIndex=0,Distance=3.31,Progress=1/1(10:08:20); AllBugsCaught:Attempts=1,Success=1,Failed=0(10:08:20); TutorialComplete:Time=31.00s(10:08:20); PathFollowerStart:Time=81.02,TutorialDuration=33.01(10:08:22); BugCatchFailed:Reason=TooFar,Distance=6.47,Angle=12.6(10:08:36); BugCatchSuccess:BugName=アゲハチョウ,BugID=0,BugIndex=0,Distance=4.18,Progress=1/7(10:08:41); ForestSceneEnd:PlayTime=121.77s(10:09:46); BugCatcherEnd:FinalScore=1/7,Attempts=3,Success=2,Failed=1(10:09:47); ZoneSelected:Zone=6,Order=1(10:10:53); ZoneSelected:Zone=3,Order=2(10:11:11)"
